"sentiment","text"
"0","satu dari sekian story parents yg gangerti lagi deh maunya anak sekolah belajar baik tapi bisanya nyalahin guru doang pdhl guru juga gamau online class "
"0","sekolah online bukannya makin tidur cepet malah makin rajin begadangnya"
"1"," mungkin dengan adanya pandemik bisa jadi pengabdiannya secara online pernah denger kak budi waluyo setauku dia s di manchester pake chevening langsung s di us pake fulbright dan dia ngediriin sekolah toefl sama ielts gitu pi "
"0"," anak sekarang pansos sok an kirim meme ga beliin kuota gausa kasi tugas lu aje ga sekolah online kerjaan maen game online tiap hari sok ngeluh sumpah kzl bgt aku liatnya gaada sopan nya "
"0","setiap hari latian soal buat ngejar impian guasekarang susah bgtt anjirr gara sekolah online tugass bejibundeadline mepetmalem sampe begadang cuman buat tugas doanklatian soal yg ku rencanakan dri awal sekarang cuman bisa seminggu ya ampun sad bgtt anjimo nangiss "
"0"," pusing aku pusing jadi kami yang sekolah online ini begimana nasibnya ini beberapa pulau yang dekat dengan riau juga mati s "
"0","kalian sekolah online jadi pinter sama dong aku juga makin bego "
"1","mau belajar online harus kesana setiap hari passwordnya bakal diganti biar ngga bisa dibuat main wifinya juga cuman dinyalain sesuai jam sekolah sisa uangnya dibeliin printer dan keasnya jadi buat yang dapet tugas bisa ngeprint disitu juga "
"0"," sekolah online min sumpah deh sklh onlen lebih capek daripada dateng ke sklh kek biasanya semoga semuanya cepet selesai"
"0","alhamdulillah dampak sekolah online mikir tok gaoleh sangu jancok sampean"
"0"," aku gk butuh sekolah online yang aku butuhkan sekolah offline gua pusing anjim tiap pagi di bangunin notif dari guru buat absen"
"0","bagaimana dengan sekolah online besok ya rata rata para siswa dan guru pelanggan telkomsel"
"0","sekolah online gada semangat mau main ga ada duit jd bangke aja lah anjr"
"0"," iih sama kak ponakan aku yang sekolah online aku yang pusing ngajarin setiap hari "
"0","ga sekolah online ga sekolah offline stress dua duanya anj"
"0","gue ngerasa capek sejak sekolah online gue jadi lebih sering main hp daripada urusin real life takut aja tiba tiba mata gue minus s"
"0"," mentang mentang sekolah online ngasih tugas jam ada ada aja people inih kuliah aja gak kek gini banget"
"0"," pemerintah harusnya juga mikir untuk anak seperti mereka juga karena anak indonesia juga banyak yang tidak mampucontohnya membeli kuota kalau diadakan sekolah online harusnya kita diberi fasilitas contohnya dikasih kuota gitu "
"0","sekolah online tapi semua layanan internet dari telkom dari kemarinan trortuble melulu ga wifi indihome gue ga juga internet kau simpati gue uda bayar sendiri padahal internetnya makasi indihome telkomsel"
"0"," aku udah lama lulus tapi ngeliat adekku sekolah online ikutan stress rasanya sekolah offline aja kadang susah masuk di otak apalagi online giliran gowes rame di taman pusat kota tiap malam weekend dibolehin tapi kenapa sekolah malah diliburin "
"1","mungkin gara gara kena gerimis aku punya pikiran mungkin ada beberapa siswa yg keterbatasan ekonomi yang gabisa akses pembelajaran online sedangkan beberapa sekolah punya komputer banyak yang gak dipake kalo misal beberapa komputer tsb di pinjemin ke kelurahan balai desa "
"0"," temenku udah tugas nyontek sekolah online cuma numpang absen zoom cuma numpang akun meteri ga pernah unduh tapi berani bikin sw begini alias udah ga niat ga beradab ga sopan ga ada hati tolol pula"
"0"," kayaknya namanya bukan sekolah online tapi tugas onlinesoalnya materinya pada ga masuk otak tapi tugasnya banyak "
"0"," sekolah gua termasuk pelosok dengan pendapatan orang tua murid yg berkecukupan sekolah online oh sungguh pontang panting be "
"0","sekolah gua termasuk pelosok dengan pendapatan orang tua murid yg berkecukupan sekolah online oh sungguh pontang panting beb ada yg punya hp walopun punya orang tua ada yg sama sekali gapunya hp "
"1","udh agak nyaman sama sekolah online lebih bebas aja belajar sambil dasteran juga bisa"
"0"," adenya ga salah yg salah ade gue yg tdnya pemales trus sekolah online gini makin males udh biay "
"0","pernah baca thread ttg orgtua yg ngitung pengeluaran anaknya selama belajar online dan rb anak dalam sebulan ada ga sih solusi lain sekolah negeri gamungkin kasih uang segitu kan tiap bulannya sedih bgt "
"0","ko sedih ya banyak yang share anak anak sd yg kurang mampu scr ekonomi udah pada kerja biar bisa beli kuota untuk sekolah online "
"1","emot nya kotak besok sekolah kan semangat ya semua sekolah nya mau offline mau online harus semangat pokoknya biar makin banyak ilmunya kalau cape karena banyak latihan istirahat sejenak ya "
"0","semasih ada sekolah di indonesia yang menuntut anak didik nya belajar lewat media online akan banyak keluhan dari mereka anak didik yang sok iya"
"0"," huaaaa saya pas di pekanbaruny betul ini min tolonglah dipercepat mana sekolah online pula "
"0","gue ngajarin anak sekolah online aja tadi udah dongkol setengah mati soalnya ngeselin liat ini rasanya pedih inget diri sendiri yg suka marah kalo wifi mati padahal cuma bentar "
"1","buat mutualku yang masih sekolah entah itu smp sma secapek capeknya kalian sekolah online tapi kalo ditanya guru jawabnya yang sopan ya jangan kaya lagi chat an atau ngomong sama temen "
"1"," alhamdulillah ala kulli hal ikhtiar kecil dari sahabat semoga berkah barokah dan bisa memberi manfaat unt "
"0"," asli tiap kali diceritain ibuk soal murid nya aku emosi bgt anjir meskipun gaseparah ini semenjak online pd nyepelein sekolah bgt ditagih tugas yang udah molor minggu malah nyuruh ibukku sabar kalo gadikasih nilai orangtuanya mencak bawa arit ke sklh hshshshsh gataudiri"
"0","nyesel aku dulu nyuruh kepsek sekolah online dgn bayangan bakal lebih enak "
"1"," demi bisa sekolah online siswi miskin ini kumpulkan ceceran padi buat beli hp "
"1","buat semua orang tua yang anaknya sedang sekolah online jangan hanya dibekali dengan gadget canggih dan kuota full tapi lengkapi juga dengan kalung kesehatan anti radiasi agar anak bisa terus belajar dengan "
"1"," dan bukan cuma di indo doang yg sekolah online masalah efektif atau enggaknya mnurutku trgantung lingkungan interaksi antara guru dan siswa keseriusan siswa dalam belajar jadi diperlukan kerja sama antara kedua belah pihak biar efektif pembelajarannya "
"1","lemah aku baca ginian asli tamparan keras bngt ini kalo ada disekitar daerahku boleh kasih tau deh mau aku kasih kuota perbulan sampe selesai sekolah online atau ga kerumahku sini wifian kenceng kupenjemin hp laptop "
"0"," sama anjir berasa babu padal mereka itu siapa sampe bisa seenaknya sama gua mentang mentang gua terlihat baik padahal beahun tahun nahan gua tau mereka ga sepenuhnya tulus wkwk udah dikasih kemudahan sekolah online bisa searching tp masih minta seenak jidat "
"0","pusing karena ga ada duit pusing karena sekolah online "
"1","buat buibu yg ngurus anaknya sekolah onlen saat harus kerja juga kusalut deh ini gue ngurus adek sekolah online pas gue lg cuti bikin cekat cekot kepala pusing sangat dan berujung malem ini tgs dia blm selesai gue tinggal ke kmr aja deh astaganaga"
"0","coba apa faedahnya matematika ngirim video di instagram mana soal habisin kurang lebih mb aku tidak suka sekolah online aku sangat benci kirim video"
"0","hilang gitu aja mana bisa mereka sekolah kuliah online kalau jaringan telkomsel satu satunya aja gak ada tau sendiri lah ya harga kuota berapa "
"0","ni lagi pada sekolah online kayaknya makin ngelunjak dah bocah jamet "
"0"," tapi anak sekolah sekarang banyak yang begini sih ga semua ya tapi banyak setiap nemenin adek lagi sekolah online selalu ada siswa yang mulutnya itu asal aja ampun dah sampe gurunya itu cape aja gitu dengerinnya udah berkali disuruh diem gaada etikanya sama sekali "
"0","sekolah online bikin rambutku tambah banyak yg rontok alias aku stress "
"1"," lebih enak sekolah online sih jujur aja semua hal dari sekolah online tuh enak banget "
"0"," ya kalo masangnya cuma dirumah rumah kader gp anshor ya gak bedanya sama sekolah tatap mukamana mungkin orang tua mendampingi anaknya belajar ditempat orang lainmubajir"
"0"," seketika harga diri jatuh semenjak sekolah online akibat minta contekan mulu"
"0"," sekolah online bukan tambah pinter yang ada malah tambah goblok"
"1"," kalau sekolah online bisa sarapan ke kamar mandi goleran tiduran nyemil sambil zoom itu sih yang aku sk"
"0","pada sambat gara gara sekolah online giliran ditanyain apakah keberatan ama gurunya aja bilangnya tidak pak insyaallah enggak bu saya tidak keberatan pak bu ya gimana mau ada solusinya bambang"
"0"," menurutku ya emang saat ini solusi terbaiknya harus sekolah online bukannya memaksakan pembelajaran offline tapi memperbaiki sistem online yang sekarang cukup menyusahkan murid mengurangi tugas dan memperbanyak penjelasan teori dari guru misalnya"
"0","yang sekolah online siapa yg repot siapa  ayolah segera normal "
"0"," internetnya parah betul buka twitter masak menit ini internet vital untuk wfh dan sekolah online "
"0","ini adekku sekolah online yang ribut tugas satu rumah"
"1","sistem ini berfungsi untuk menata dan mengelola keuangan baik itu pemasukan ataupun pengeluaran dana bos tata kelola keuangan secara online ini sangat memudahkan dalam segi administratif yang tentu memudahkan pihak sekolah siplahbos monitorbos okesiplah "
"0","klasik sekolah guru online learning hah hih heh hoh emg masih seputar kendala tentang online system di indonesia entah karena implementasinya yg gak diboosting dari fase praembrio basic sumber daya penghajar bahan hajar sang murid metodenya dan segala macamnya "
"0"," sekolah online tuh emg banyak kekurangannya gw setuju sama suara kalian kecuali yg masuk sklh biasa tpi k "
"1"," pas gue c ma temen dia kasih tau kalo ada aplikasi zenius buat belajar online supaya bisa paham sama materi sekolah y "
"0","tugas tugas sekolah online tuh bukan bikin mumet emak nya aja imbas buat yang punya kakak kerjaan di kantor bikin nyut an kepala sampe rumah pun disodorin kerjaan pr pecah nih kepala lama "
"1","di sela kesibukan sebagai batuud koramil weru peltu heri p ini msh bs meluangakan waktunya untuk membatu mengarahkan untuk anak pelajar dalam mengerjakan tugas sekolah dalam sekolah daring online yg di selenggarakan oleh koramil weru "
"0","capek sekolah online isinya tugas mulu materi cm dikasih gt jd gapaham nyari referensi materi juga kadang gapaham tugas numpuk kek dosa weekend yg harusnya dipake istirahat dipake nugas kalo misal sekolah offline ya resiko terpapar tau ah capek"
"0","sekolah gue gila masa sekolah online dari jam set sampe jam gak ada istirahat nya udh gitu banyak tugas lagi bngst"
"0","kalian ngerasa ga sih kalo sekolah online tu bukan makin pinter tp makin goblok "
"0","dulu waktu sekolah offline jam segini gua tidur leha leha angkat kaki lah sekarang sekolah online jam segini gua mesti dikejar deadline"
"1","pas gue c ma temen dia kasih tau kalo ada aplikasi zenius buat belajar online supaya bisa paham sama materi sekolah yg udh terupdate sesuai kurikulum dan ada latihan soal juga dari tutor nya kenapa gue baru tau skr ya ampun ini membantu bgt "
"0","btw monangis bngt tetangga ku sekolah online gini masi sd tpi mamanya blm mampu bli gadget jdi setiap hari numpang gtu sm tmn kelasnya hikd "
"0"," nama dini marianti harahap id pelanggan keluhan los merah internet mati dari pagi s d skrg sdh hub cs sering banget rusak seperti ini tolong pelayanan ditingkatkan cpt respon krn saat ini sekolah hrs online mksh"
"0","jane sekolah online ki wes nyaman bgt tapi nek ngene trs rabakal iso berkembang"
"0","sekolah online mahal ansor gerakkan wifi gratis nasional "
"0","hai telkomsel semoga cepet sembuh ya biar jaringannya balik hihihi jam lagi aku sekolah online loh hihihi kalo paket xl aku abis gimana hihihi "
"0","rme btul ak tinggal dlu yh mles bgt disuruh bikin video ak pencak silat haduh emg ajaib kok sekolah online ni "
"0","sekolah online sih iya tpi bisa gak sih ga usah ngasih tugas jam malem mau istirahat kali pelajarannya beda hari jg mna dikasih jam sgtu anj kesel "
"0","heran kmrn sekolah online pada minta offline giliran udah ada berita offline bilangnya udah keenakan di rumah"
"1","yang kami lakukan sederhana umumkan ke handai taulan tetangga adik yg bersekolah daring mau ngerjain tugas silahkan datang ke kantor ke rumah para kader gp ansor banser yg ada wifinya "
"0","pusing aku pusing jadi kami yang sekolah online ini begimana nasibnya ini beberapa pulau yang dekat dengan riau juga mati sinyal nya hadeuh terpaksa ku beralih kau seminggu ini "
"1"," coba buat peemuan online bu kepsek yayasan komite ortu murid tsb serentak dipeemukan dari sini harapannya peimbangan yg disampaikan sekolah menjadi lbh kuat jangan lupa memikirkan alternatif solusi yg bisa diusulkan agar ada win win solution "
"1"," iyh btul itu pas sekolah offline kayak gapernah ngerasain belajar sendirian gitu pulang sore badan capek blm lg ngerjain pekerjaan rumah kalau online jd lebih punya waktu buat bljr sendiri yg bener nenangin tp kl masalah tugas selama daring alah udahlah "
"0"," libur sekolah online dong besok wkwkkw semoga guru nya pake tsel juga"
"0","abis ada anak yang curhat dia stress sekolah online cuma bisa bilang mari kita berdoa semua ini cepat berakhir karena nggak ada hal lain yg bisa kami lakukan "
"0"," setia gundul elu mikir gak anak anak sekolah online elu mikir gak kalau lg ada apa gak bisa komunikasi stupid banget kalau ada yg setia gak terpikir pakai provider lain "
"1"," aku ngga les nderr tapi saran aja dari aku kalo uda dapet materi lagi di sekolah jgn lupa diulang lagi di rumah kalo ngga les nggapapa banyak kok app belajar online tapi yg plg penting jgn sampe dilupain deh pelajaran kelas itu nyeselnya di akhir beneran semangat nder "
"0"," please dong tiap kali ada gangguan cepat direspon sdh telp cs internet mati dari pagi s d skrg anak sekolah online jd terganggu "
"1"," meskipun ak gasuka sekolah online tp untuk skrng lebih memilih sekolah online drpd offline "
"1"," aku sudh tidak sabar sekolah bakor online nihh "
"1","pandemi mau nggak mau membuat pemerintah nerapin kebijakan pjj alasannya jelas agar penyebaran virus dapat ditekan sebenarnya pjj ini bisa jadi momentum untuk menerapkan full online learning di sekolah sekolah di indonesia "
"0","saya mewakili anak twitter yg masih sekolah daring kita jarang jbjb dulu ya karena kita harus sekolah alias ngerjain tugas banyak bangett"
"0","hi hyung karna wifi lagi down jadi aku tinggal tidur dulu yaa boleh minta tolong nanti kalo aku udah bangun semoga sudah tidak down lagi ya aku maksa wkwk kasian yang lagi sekolah daring tapi kamu juga kasian hyung semangat hyung"
"1","mau banget saldonya kakk buat beli buku buku peralatan sekolah lainnya"
"0","yg saya tekankan adalah daring okey selama pandemic tolong pemerintah mempermudah untuk internet dan biaya sekolah"
"0","tolong cek min id ini lagi sekolah daring min minta tolong secepatnya"
"1","danramil grogol kapten inf kurniawan jayadi mengawasi kelas daring untuk anak sekolah yg kurang mampu dan anak kbt dalam rangka membantu memperlancar proses belajar mengajar dalam situasi pandemi covid yang be empat di aula makoramil grogol"
"0","sekolah daring gini grup jd rame krn anak pake indigo yg lg down untung pas g lagi ulangan oh indigo indigo sabar yes gaes"
"0","adek w ngeluh capek nyatet tugas banyak mulu mau ngga mau bantu lahhh klo engga ngadu ke mama"
"0","andy ch tw doncorleone hack atau papun itu plis jgn d situs yg berisi conten belajar daring dr arahan sekolah"
"0","selama berbulan ak dampingin ank seklh daring gk perng nemu ad iklan masuk ke link sekolah baru kali ini nemu kya bgtu"
"0","di tengah kasus covid di jaka a yang belum mereda ada pelajar sepe i alfiyyah dan saskia yang harus gantian hp deng"
"0","menurut nadiem makarim pembelajaran daring tak optimal dan berdampak negatif karena ada potensi murid jadi putus sekolah da"
"1","kalau punya anak usia sekolah di era pandemi ini pilihannya ya kalau kesulitan untuk sekolah daring ya homeschooling atau ambil gap year udah ngomong sama ekky ternyata pandangannya sama alhamdulillah"
"0","sekolah tatap muka diprotes epidemiolog sekolah daring dibilang ga efektif gausah ada sekolah an aja sekalian itu kan yg"
"0","nangis bgt tugas indo lupa sama struktur nya jadi sekolah daring gue anjlok nilainya"
"0","harusnya dia minta pemerintah bikin kurikulum daring dan minta bantuan buat daerah yang kurang teknologi bukannya minta sekolah tatap muka"
"0","perasaan sekolah biasa kuis cuman sebulan kali ini sklh daring kenapa kuis tiap hari"
"0","sch maaf aku mau curhat capek banget sekolah daring kaya gini udah gitu deadline tugas selalu mepet atau nabrak sama tugas"
"1","ngeliat atasan gue ngajarin anaknya yg sekolah daring tiap hari dg sangat telaten bikin gue makin sadar betapa pentingnya lelaki memilih wanita yg cerdas dan sabar"
"1","sekolah ditutup karena dikampung tuh susah buat daring kalo buat anak sd akhirnya guru adenya nenek w yg inisiatif jadiin rumahny buat belajar bagi muridnya cuman sekelas tapi dibagi dari jam gatiap hari sih cuman x semingguu"
"0","padahal kalo di sekolah online kan seharusnya lebih cape tapi masih ku bela belain belajar sekarang yang cuma di rumah aja malah gak ada semangat sama sekali tapi iya ih kenapa ya daring tuh lebih capek"
"1","eh bener kalo dia bawa soal abis absem tidur ya atuh itu salah mereka sih ya jangan jadiin itu alesan terus juga kalo misalnya subsidi k itu dalam bentuk uang bisa ga sih bikin patungan buat beli wifi kaya postingan di fb yg desa itu beli wifi buat sekolah daring gitu"
"0","udh new normal udh bnyak yang ngunjungin wisata dan tempat lainnya ayo dong sekolah lagi udh kangen belajar langsung lagian belajar daring banyak banget yang ga pahamnya karena saat kita di suru memahami materi lwat daring beda bnget sma materi yang di jelasin langsng sma gurunya"
"0","sekolah daring gini klo di kasih tugas malah males bawaannya pengen nanya ke temen terus"
"1","no menurut aku kita sekolah itu untuk membentuk karakter dan memperluas wawasan sama menambah pengalaman kalo udah gitu pasti cerdas la kalo kita daring karakter mau terbentuk dari mana"
"0","serius nnya rasanya sekolah kuliah daring itu begimana dah gua gak ngerasain soalnya hahahahahaha"
"0","semoga indonesia segera stabil ya jujur sedih banget saat melihat adek kita diluar sana semakin dibuat susah dgn pembelajaran metode daring ini karena ya permasalahannya adalah kuota dan sinyal utk bayar sekolah saja kdg masih ngos an ini dtmbah dgn kuota sinyal"
"0","ngeluh sekolah daring tp ga berusaha memahami dgn bljr rajin itu adalah aku"
"0","maunya rata orang indo apa sih sekolah daring katanya ga efektif disuruh masuk marah juga takut pandemi maunya berhenti sekolah po"
"0","situ yang males pemerintah pusat guru yang disalahin"
"1","buat dede yg masih sekolah pasti skrg lagi daring yhaa dikasi tugas pastikan hahahahaha semangat"
"0","ini internet cbn parah betul servisnya masalah sudah hari masa tidak kelar juga urusan sekolah daring anak anak jadi terbengkalai cs dihubungi hanya kasih janji"
"0","gara sekolah daring temen gua yg dari kelas ranking trs ga pernah turun dan terkenal ga pernah nyontek smpe nyontek ke gua lho d"
"1","anak anak masih sekolah daring akupun belom berani traveling lagi aku lebih milih buat stay safe at home walau kadang bose"
"0","kenapa pesta diperbolehkan kan ya kerumunan walau mengikuti protokol kesehatan namun ya kebanyakan no masker berjabat tangan pasti juga tapi kenapa tidak dengan sekolah diperbolehkan tatap muka engga dengan daring terus jujur saja bosan banget daring terus"
"0","pagi liat video anak kecil jd kuli bangunan langsung nangis gakuat nahan air mata hebat bgt dia kerja buat beli hp demi sekolah daring"
"1","agar semua proses pengadaan barang dan jasa untuk sekolah dilakukan secara daring maka dari kemdikbud meluncurkan aplikasi sistem informasi pengadaan di sekolah siplah"
"0","habis absen terus tidur itu masalahnya bukan di guru tapi diri sendiri kalo udah niat sekolah mau daring apa luring ya mata melek dulu smk belajar luring gw suka tidur di kelas masalahnya ya di gw karena gw ngantukan guru mah tetep ngajar anak yg lain tetap belajar"
"0","jangan karena daring tugas nya jadi banyak banget asli gue juga gapaham materi nya kecuali kalo diajar secara langsung seenggaknya paham lah pak bu kita pingin berangkat sekolah berangkat sekolah kapan si"
"0","panjang umur buat kalian yang ngasih contekkan dimasa sekolah online daring"
"0","ya gmn sekolah daring gini jadwal les pindah pagi dan sore ditambah kepentingan kuliah juga posisi di rumah as anak cewek otomatis bantu sana sini belum lagi kakak yg biasanya minta tolong aku buat jagain anaknya"
"0","ketika mas lagi sibuk ngurusin konspirasi dengan bilang sekolah daring ribet ini ada orang yang level influen"
"1","renhoat alhamdulillah selesai juga pembuatan tenda tempat berlindung anak sekolah cari jaringan untuk belajar akibat pandemi vir"
"1","aku bakal ngikutin sekolah daring sebaik yang aku bisa kuy fighting"
"0","mall dah buka udah bisa ke mall dong ehh sekolah masih daring bingung aja gtu emang mauu di kasih bodo kita atau gimana seh kasian orang orang di luar sana yg susah mendapatkan internet mana lagi yg gk punya hp klau gini siapa yg tanggung jawab"
"1","di sekolah anak saya daring tp g ad upacara jg t gtg sekolahny mgkn y bgmanapun saya pribadi ttp lebih memilih daring drpd dipaksakan hrs tatap muka saat kasus corona semkn meningkat ky gini aplg skrg kluster kantor mkn byk"
"1","pilih daring aja ah soalnya takut banget dong tetep aja kita kan menuju sekolah butuh proses gak tau kan di jalan ada angin mengadung korona serem kan nder"
"0","masa peralihan dari tk ke sd dg sistem daring diakui cukup menyulitkan bagi beberapa orang tua beberapa hari yg lalu kam"
"1","habis latihan di lapangan hijau lanjut sekolah daring semoga masuk final"
"0","sekolah daring bukannya nambah pengetahuan makin goblok aja aku"
"1","waduh semnjak corona anak sekolah jdi beljar daring akhirnya guru memanfatkan media sebagai wadah belajar anak dan akhirnya guru pada jdi youtubers guys jngan lupa comen like dan subreker"
"0","sepakat kalau pembelajaran daring memang banyak masalah karena perbedaan fasilitas antar daerah tapi"
"0","ketika sekolah dibuat daring dan ketika mall dan pabrik masih tetap buka dan banyak perkumpulan masa disitu terkadang ironi"
"1","me ua saya guru ppkn sudah mau pensiun masih mau belajar bikin google classroom"
"1","demi kuota sekolah daring siswa smp ini berkeliling kampung jajakan pempek"
"1","heran banget kenapa ada yg protes mengenai sekolah daring pdhl pemerintah udah pusing ngasih opsi yang terbaik dan keselamatan siswa tetap nomer klo ngerasa susah ya wajar ga ada keadaan yg enak saat pandemi kayagni ayo donk saling penge ian sedih banget liat nya"
"0","nyot gue ga paham apa apa anjir selama sekolah daring mau nangis aja lah gue udah kelas malah ada cobaan kaya gini"
"1","aisocmed karena kamu guru yg tidak kreatif justru daring bisa membuat pelajaran kimia jadi lebih mudah dipahami dan menarik drpd"
"1","ygada hp ga kepake mending sumbangin buat daring anak sekolah deh dari pd nganggur cuy"
"0","sekolah tatap muka diprotes epidemiolog sekolah daring dibilang ga efektif gausah ada sekolah an aja sekalian itu kan yg lo mau"
"0","ak bilang ke ayah lagi sekolah daring eh malah kepergok lagi buka twt"
"0","sama kyk yg ketangkep nyolong kemarin alasannya biar punya sma phone untuk sekolah daring ah bullshit abis berbuat salah terus nyari pembenaran kayak gak ada solusi lain selain mencuri"
"1","pagiiiii yang sekolah online daring online ayooo semangattttt buat yang kerja jugaaa ayooooo semangatttttt have a nice dayyy kawan kawannnn"
"0","kalo dulu aku sekolah pake sistem daring dijamin dirapot absen bisa tanpa mabal dan perilaku disekolah bakal sangat baik tanpa membuat ulah sedikitpun"
"0","be eman dalam kesatuan perbolosan sumpah tmn tmn aslinya aku lebih baik sekolah daripada daring tapi ttp aja ah anjir sekali tolol ya tolol sekolah gue"
"0","selama bln ini hari senin sampai jumat akan menjadi hari stres para emak yg sebelumnya jd hari bahagia nya emak krn anter sekolah"
"0","awalnya aku mikir sekolah daring hanya akan berjalan sementara menuntaskan sisa taun ajaran kemarin eh taunya keteru"
"0","buat yg sekolah daring absen dulu dah penting soalnya udh absen kan balik tidur lagi aja ngerjain tugas mah nanti aja deket deadline"
"0","harusnya sekolah ngasih materi sama tugas itu seimbang pas daring ini engga seimbang sama sekali dan malah banyak tugas daripada materi"
"0","penetapan sekolah daring harusnya diimbangi dgn penyediaan fsilatas yang memadai kpada siswa seenggaknya sinyal di pelosok tu sa kencengnya kek di kota lah jadi siswa g kerepotan harus jalan jaug buat cari sinyal doang"
"0","jadi mempermasalahkan sekolah daring karena kurang efektif dengan argumen gurunya ngasih tugas doang atau kalau cuman diajari pinter gugel lebih pinter atau alasan alasan yg sebenarnya kemalasan siswa sendiri itu jahat sih"
"1","sekolah daring ada karena pandemi tepksa diadain agar siswa tetep bersekolah aku yakin guru dan semua jajaran pendidikan g nyaman dengan keadaan ini tp mo gmn lagi yaudah dijalani dengan sepenuh hati"
"0","setuju gua dgn kk ini daring itu tidak efektif bagi siswa di mana pun dan klo untuk mengasah otak pun kurng cocok krna google lebih pintr semuanya ada di google dan saya harap secepatnya sekolah tatap muka terlaksana"
"1","dunia pendidikan tidak luput dari terjangan wabah covid hampir lima bulan lamanya kegiatan belajar mengajar berpindah dari sekolah ke rumah dibuatlah program pembelajaran jarak jauh pjj secara daring untu"
"0","sekolah daring sedang bayar sekolah pun terkadang susah diberi upah honorer dikebir guru guru kerja dua kali para pekerja di phk kembali mungkin ini biasa bagi yang bisa langganan kursus yg sering di tv tapi bagi sebagian anak negeri itu ngerii"
"0","gue setuju sekolah daring itu menyulitkan tapi statemen lainnya kek orng tolol yg pengen sistem pembelajaran diubah tapi masih ngomong google lebih pintar bukankah disitu juga masalah klo gamau sekolah berhenti aja"
"0","kan sekolah lagi daring kak jd gabut gitu kan gda kerjaan"
"1","lagi mikirin orang di anon yang katanya mau daring juga kek gue tapi kok belum bangun ya dia dan gue mikirin namjoon nyuruh gue sekolah jadi harus semangat sekolahnya"
"0","ya kalau red zona jelas malah bego kalau offline kn saya bilang brgntung wilayah"
"0","astaghfirullah bsk sekolah daring dan aku masih melek grgr oknum taeyong yang subhanallah sekali tadinya mau tidur eh dapet notif yang bikin ambyarr"
"0","mas bentar deh emg kalo anak sekolah itu semua anak kecil anak sma masih kecil kah kan bisa yg sd daring tp yg smp terutama sma tatap muka dgn protokol yg berlaku"
"0","kalo gak ngerasain kuliah sekolah daring mending diem aja deh lu kesel gue"
"0","paling benci selama daring sih tugas makin banyak udah gitu tenggatnya ga main main yang biasanya di sekolah kalo ada tugas tenggatnya minimal seminggu skrg jadi maksimal seminggu banyak juga yang ga pernah ngasi materi tapi tugas ngalir terus ya siapa yang ga stress"
"0","sih yang ngebuat pemerintah membuat wacana kalo daring sampe akhir taun toh jg anak sekolah kalo dibilangin kan ada yang patuh ada yg nggak juga tp emang ada enaknya juga sih daring itu belajar sambil makan gorengan kak enak banget dah dahlah gatau aku buntu sdh buat mikir"
"0","eh maaf kalo menurut saya pribadi pemerintah jangan jaim dengan kementrianya banyak yg sudah buka kenapa sekolah harus daring"
"0","analoginya gak pas mas mas pikir siswa itu cuma ngeluh tanpa usaha mas liat gak si dilapangan kaya apa terjun langsung gak nih guru dlm sekolah daring ini jg banyak yg kesulitan bukan cuma siswa o u aja semua gak segampang yg mas omongin"
"0","yg gue harapkan dari sekolah daring tuh guru sama tegasnya kayak sekolah biasa ini adek gue gapunya catetan ngerjain tugas lewat dari deadline bahkan gatau apa yg dipelajarin pas gue kasih tau jd bisa ngejawab orang ga dimarahin sama gurunya juga hhhh"
"0","apalagi daring gini kasian yg kelas ujung ga sih astaga mereka mau ujian tapi daring gini mana ga bisa ngabisin waktu terakhir di sekolah"
"0","kan udh new normal nih sekarang beberapa fasilitas publik umum udh mulai dibuka lagi dgn protokol kesehatan tapi kenapa fasilitas pendidikan nggk malah diwacanakan daring sampe akhir tahun pdhal di sekolah juga bisa mendidik utk patuh protokol kesehatan"
"0","heem mas bener saya setuju tp dengan mengatakan daring sebagai penghambat utama saat ini yaa aga gimana toh masih banyak daerah pelosok yg menggunakan caranya sendiri tp memang benar sekolah harus ada pembimbingnya"
"1","beratnya sekolah daring saya harus membuat materi kalau ngasih tugas ya harus dikoreksi bahkan untuk kelas guru yang lain pun begitu kita sekarang ada di situasi yg sulit setiap langkah yg diambil punya risiko tolonglah saling memahami"
"1","mengeluhkan sekolah daring tdk bera i menuntut untuk cepat masuk sekolah sebenarnya sy kira pemerintah jg tdk terburu membuka sekolah hanya saja memang kasihan melihat berita banyak sekali yg kesulitan bahkan tdk bisa mengikuti seolah tdk ada solusi lain"
"0","gara gara daring gue jadi org yg males dan gue mudah capek kan misalnya sekolah capek banyak gerak sedangkan dirumah capek cuma rebahan doang"
"0","gue lebih baik sekolah sampe jam tapi paham sama materi daripada daring cuma jam tapi gak paham paham"
"0","bagaimana kalau memang sekolah dipatenkam daring sedangkan wilayah indonesia saja masih belum menjamah listrik sepenuhnya bagaimana dengan keadaan orang orang di wilayah barat sana ini lebih mengenakkan bagi kaum kaum menengah ke atas yang rata rata di pulau besar"
"0","sekolah daring disebabkan oleh corona alias corona jancow banget asu"
"1","percaya deh sekolah daring jg ribet di tim pengajarnya bikin modul rekam video bikin ppt semuanya harus efektif biar muridnya semua bs tetep dapet pendidikan walopun ga dateng ke sekolah"
